preco,manutencao,portas,pessoas,bagageiro,seguranca,aceitabilidade
baixo,medio,4,4,grande,baixa,inaceitavel
baixo,medio,4,4,grande,media,bom
baixo,medio,4,4,grande,alta,muitobom
baixo,medio,4,5mais,pequeno,baixa,inaceitavel
baixo,medio,4,5mais,pequeno,media,aceitavel
baixo,medio,4,5mais,pequeno,alta,bom
baixo,medio,4,5mais,medio,baixa,inaceitavel
baixo,medio,4,5mais,medio,media,bom
baixo,medio,4,5mais,medio,alta,muitobom
baixo,medio,4,5mais,grande,baixa,inaceitavel
baixo,medio,4,5mais,grande,media,bom
baixo,medio,4,5mais,grande,alta,muitobom
baixo,medio,5mais,2,pequeno,baixa,inaceitavel
baixo,medio,5mais,2,pequeno,media,inaceitavel
baixo,medio,5mais,2,pequeno,alta,inaceitavel
baixo,medio,5mais,2,medio,baixa,inaceitavel
baixo,medio,5mais,2,medio,media,inaceitavel
baixo,medio,5mais,2,medio,alta,inaceitavel
baixo,medio,5mais,2,grande,baixa,inaceitavel
baixo,medio,5mais,2,grande,media,inaceitavel
baixo,medio,5mais,2,grande,alta,inaceitavel
baixo,medio,5mais,4,pequeno,baixa,inaceitavel
baixo,medio,5mais,4,pequeno,media,aceitavel
baixo,medio,5mais,4,pequeno,alta,bom
baixo,medio,5mais,4,medio,baixa,inaceitavel
baixo,medio,5mais,4,medio,media,bom
baixo,medio,5mais,4,medio,alta,muitobom
baixo,medio,5mais,4,grande,baixa,inaceitavel
baixo,medio,5mais,4,grande,media,bom
baixo,medio,5mais,4,grande,alta,muitobom
baixo,medio,5mais,5mais,pequeno,baixa,inaceitavel
baixo,medio,5mais,5mais,pequeno,media,aceitavel
baixo,medio,5mais,5mais,pequeno,alta,bom
baixo,medio,5mais,5mais,medio,baixa,inaceitavel
baixo,medio,5mais,5mais,medio,media,bom
baixo,medio,5mais,5mais,medio,alta,muitobom
baixo,medio,5mais,5mais,grande,baixa,inaceitavel
baixo,medio,5mais,5mais,grande,media,bom
baixo,medio,5mais,5mais,grande,alta,muitobom
baixo,baixo,2,2,pequeno,baixa,inaceitavel
baixo,baixo,2,2,pequeno,media,inaceitavel
baixo,baixo,2,2,pequeno,alta,inaceitavel
baixo,baixo,2,2,medio,baixa,inaceitavel
baixo,baixo,2,2,medio,media,inaceitavel
baixo,baixo,2,2,medio,alta,inaceitavel
baixo,baixo,2,2,grande,baixa,inaceitavel
baixo,baixo,2,2,grande,media,inaceitavel
baixo,baixo,2,2,grande,alta,inaceitavel
baixo,baixo,2,4,pequeno,baixa,inaceitavel
baixo,baixo,2,4,pequeno,media,aceitavel
baixo,baixo,2,4,pequeno,alta,bom
baixo,baixo,2,4,medio,baixa,inaceitavel
baixo,baixo,2,4,medio,media,aceitavel
baixo,baixo,2,4,medio,alta,bom
baixo,baixo,2,4,grande,baixa,inaceitavel
baixo,baixo,2,4,grande,media,bom
baixo,baixo,2,4,grande,alta,muitobom
baixo,baixo,2,5mais,pequeno,baixa,inaceitavel
baixo,baixo,2,5mais,pequeno,media,inaceitavel
baixo,baixo,2,5mais,pequeno,alta,inaceitavel
baixo,baixo,2,5mais,medio,baixa,inaceitavel
baixo,baixo,2,5mais,medio,media,aceitavel
baixo,baixo,2,5mais,medio,alta,bom
baixo,baixo,2,5mais,grande,baixa,inaceitavel
baixo,baixo,2,5mais,grande,media,bom
baixo,baixo,2,5mais,grande,alta,muitobom
baixo,baixo,3,2,pequeno,baixa,inaceitavel
baixo,baixo,3,2,pequeno,media,inaceitavel
baixo,baixo,3,2,pequeno,alta,inaceitavel
baixo,baixo,3,2,medio,baixa,inaceitavel
baixo,baixo,3,2,medio,media,inaceitavel
baixo,baixo,3,2,medio,alta,inaceitavel
baixo,baixo,3,2,grande,baixa,inaceitavel
baixo,baixo,3,2,grande,media,inaceitavel
baixo,baixo,3,2,grande,alta,inaceitavel
baixo,baixo,3,4,pequeno,baixa,inaceitavel
baixo,baixo,3,4,pequeno,media,aceitavel
baixo,baixo,3,4,pequeno,alta,bom
baixo,baixo,3,4,medio,baixa,inaceitavel
baixo,baixo,3,4,medio,media,aceitavel
baixo,baixo,3,4,medio,alta,bom
baixo,baixo,3,4,grande,baixa,inaceitavel
baixo,baixo,3,4,grande,media,bom
baixo,baixo,3,4,grande,alta,muitobom
baixo,baixo,3,5mais,pequeno,baixa,inaceitavel
baixo,baixo,3,5mais,pequeno,media,aceitavel
baixo,baixo,3,5mais,pequeno,alta,bom
baixo,baixo,3,5mais,medio,baixa,inaceitavel
baixo,baixo,3,5mais,medio,media,bom
baixo,baixo,3,5mais,medio,alta,muitobom
baixo,baixo,3,5mais,grande,baixa,inaceitavel
baixo,baixo,3,5mais,grande,media,bom
baixo,baixo,3,5mais,grande,alta,muitobom
baixo,baixo,4,2,pequeno,baixa,inaceitavel
baixo,baixo,4,2,pequeno,media,inaceitavel
baixo,baixo,4,2,pequeno,alta,inaceitavel
baixo,baixo,4,2,medio,baixa,inaceitavel
baixo,baixo,4,2,medio,media,inaceitavel
baixo,baixo,4,2,medio,alta,inaceitavel
baixo,baixo,4,2,grande,baixa,inaceitavel
baixo,baixo,4,2,grande,media,inaceitavel
baixo,baixo,4,2,grande,alta,inaceitavel
baixo,baixo,4,4,pequeno,baixa,inaceitavel
baixo,baixo,4,4,pequeno,media,aceitavel
baixo,baixo,4,4,pequeno,alta,bom
baixo,baixo,4,4,medio,baixa,inaceitavel
baixo,baixo,4,4,medio,media,bom
baixo,baixo,4,4,medio,alta,muitobom
baixo,baixo,4,4,grande,baixa,inaceitavel
baixo,baixo,4,4,grande,media,bom
baixo,baixo,4,4,grande,alta,muitobom
baixo,baixo,4,5mais,pequeno,baixa,inaceitavel
baixo,baixo,4,5mais,pequeno,media,aceitavel
baixo,baixo,4,5mais,pequeno,alta,bom
baixo,baixo,4,5mais,medio,baixa,inaceitavel
baixo,baixo,4,5mais,medio,media,bom
baixo,baixo,4,5mais,medio,alta,muitobom
baixo,baixo,4,5mais,grande,baixa,inaceitavel
baixo,baixo,4,5mais,grande,media,bom
baixo,baixo,4,5mais,grande,alta,muitobom
baixo,baixo,5mais,2,pequeno,baixa,inaceitavel
baixo,baixo,5mais,2,pequeno,media,inaceitavel
baixo,baixo,5mais,2,pequeno,alta,inaceitavel
baixo,baixo,5mais,2,medio,baixa,inaceitavel
baixo,baixo,5mais,2,medio,media,inaceitavel
baixo,baixo,5mais,2,medio,alta,inaceitavel
baixo,baixo,5mais,2,grande,baixa,inaceitavel
baixo,baixo,5mais,2,grande,media,inaceitavel
baixo,baixo,5mais,2,grande,alta,inaceitavel
baixo,baixo,5mais,4,pequeno,baixa,inaceitavel
baixo,baixo,5mais,4,pequeno,media,aceitavel
baixo,baixo,5mais,4,pequeno,alta,bom
baixo,baixo,5mais,4,medio,baixa,inaceitavel
baixo,baixo,5mais,4,medio,media,bom
baixo,baixo,5mais,4,medio,alta,muitobom
baixo,baixo,5mais,4,grande,baixa,inaceitavel
baixo,baixo,5mais,4,grande,media,bom
baixo,baixo,5mais,4,grande,alta,muitobom
baixo,baixo,5mais,5mais,pequeno,baixa,inaceitavel
baixo,baixo,5mais,5mais,pequeno,media,aceitavel
baixo,baixo,5mais,5mais,pequeno,alta,bom
baixo,baixo,5mais,5mais,medio,baixa,inaceitavel
baixo,baixo,5mais,5mais,medio,media,bom
baixo,baixo,5mais,5mais,medio,alta,muitobom
baixo,baixo,5mais,5mais,grande,baixa,inaceitavel
baixo,baixo,5mais,5mais,grande,media,bom
baixo,baixo,5mais,5mais,grande,alta,muitobom
